IId sex Anho Population d_fibra p_vellongras peso_vivo
Merino39923 M 2021 Espinar 13.63 1.17 47.13
Merino39924 F 2021 Espinar 13.18 0 45.2
Merino39925 M 2021 Espinar 12.45 1.32 46.59
Merino39926 F 2021 Espinar 0 0 45.05
Merino39927 M 2021 Espinar 13.31 2.75 45.14
Merino39928 F 2021 Espinar 12.86 0 44.15
Merino39929 M 2021 Espinar 13.59 4.42 0
Merino39930 F 2021 Espinar 0 3.43 0
Merino39931 M 2021 Espinar 13.43 2.8 46.03
Merino39932 F 2021 Espinar 0 0 45.44
Merino39933 M 2021 Espinar 12.56 3.81 44.89
Merino39934 F 2021 Espinar 12.68 4.54 47.03
Merino39935 M 2021 Espinar 12.36 4.18 43.22
Merino39936 F 2021 Espinar 12.73 4.2 45.63
Merino39937 M 2021 Espinar 14.52 1.65 45.48
Merino39938 F 2021 Espinar 0 0 45.91
Merino39939 M 2021 Espinar 11.8 2.2 44.08
Merino39940 F 2021 Espinar 12.86 0 44.92
Merino39941 M 2021 Espinar 13.39 5.07 0
Merino39942 F 2021 Espinar 13.03 2.85 45.29
Merino39943 M 2021 Espinar 12.46 3.95 0
Merino39944 F 2021 Espinar 14.01 0.77 0
Merino39945 M 2021 Espinar 13.14 2.23 45.45
Merino39946 F 2021 Espinar 14.46 0 45.25
Merino39947 M 2021 Espinar 13.37 3.35 46.06
Merino39948 F 2021 Espinar 15.08 0 0
Merino39949 M 2021 Espinar 15.56 1.6 45.27
Merino39950 F 2021 Espinar 0 3.87 0
Merino39951 M 2021 Espinar 14.13 4.52 46.15
Merino39952 F 2021 Espinar 12.35 3.47 46.3
Merino39953 M 2021 Espinar 13.48 1.23 0
Merino39954 F 2021 Espinar 14.71 1.93 44.02
Merino39955 M 2021 Espinar 13.77 3.27 0
Merino39956 F 2021 Espinar 12.19 3.26 0
Merino39957 M 2021 Espinar 12.55 1.51 45.31
Merino39958 F 2021 Espinar 13.91 2.77 44.8
Merino39959 M 2021 Espinar 11.93 0 45.48
Merino39960 F 2021 Espinar 11.33 4.19 0
Merino39961 M 2021 Espinar 12.76 0 44.46
Merino39962 F 2021 Espinar 13.23 0 45.22
Merino39963 M 2021 Espinar 12.55 4.63 44.08
Merino39964 F 2021 Espinar 14.12 2.61 43.29
Merino39965 M 2021 Espinar 12.87 2.21 45.83
Merino39966 F 2021 Espinar 12.8 2.92 45.26
Merino39967 M 2021 Espinar 13.69 2.49 45.05
Merino39968 F 2021 Espinar 14.43 2.39 44.28
Merino39969 M 2021 Espinar 13.06 1.8 46.13
Merino39970 F 2021 Espinar 12.9 1.91 43.21
Merino39971 M 2021 Espinar 15.88 2.23 43.94
Merino39972 F 2021 Espinar 14.01 0 43.71
Merino39973 M 2021 Espinar 13.76 3.31 45.72
Merino39974 F 2021 Espinar 14.27 0 43.2
Merino39975 M 2021 Espinar 13.19 2.59 44.3
Merino39976 F 2021 Espinar 12.77 3.12 43.87
Merino39977 M 2021 Espinar 13.96 0.14 42.63
Merino39978 F 2021 Espinar 14.89 0.81 43.12
Merino39979 M 2021 Espinar 12.2 2.26 44.44
Merino39980 F 2021 Espinar 14.01 0 0
Merino39981 M 2021 Espinar 12.88 0.72 44.57
Merino39982 F 2021 Espinar 14.51 3.95 45.6
Merino39983 M 2021 Espinar 14.03 4.16 44.31
Merino39984 F 2021 Espinar 15.43 0 45.15
Merino39985 M 2021 Espinar 13.57 3.02 44.09
Merino39986 F 2021 Espinar 12.29 1 44.44
Merino39987 M 2021 Espinar 13.43 0 0
Merino39988 F 2021 Espinar 14.05 0.23 45.98
Merino39989 M 2021 Espinar 14.19 2.6 45.6
Merino39990 F 2021 Espinar 0 4.42 44.75
Merino39991 M 2021 Espinar 13.71 5.29 45.82
Merino39992 F 2021 Espinar 14.08 5.91 45.31
Merino39993 M 2021 Espinar 0 1.89 42.58
Merino39994 F 2021 Espinar 12.92 4.48 43.54
Merino39995 M 2021 Espinar 13.68 0 42.8
Merino39996 F 2021 Espinar 12.97 0 44.64
Merino39997 M 2021 Espinar 13.98 0 44.82
Merino39998 F 2021 Espinar 12.22 0.45 43.02
Merino39999 M 2021 Espinar 14.27 2.84 45.6
Merino40000 F 2021 Espinar 12.94 3.56 0
Merino40001 M 2021 Espinar 0 3.76 45.64
Merino40002 F 2021 Espinar 13.59 2.37 44.08
Merino40003 M 2021 Espinar 13.19 3.02 46.19
Merino40004 F 2021 Espinar 12.44 2.16 45.54
Merino40005 M 2021 Espinar 14.11 0 43.54
Merino40006 F 2021 Espinar 13.91 0 0
Merino40007 M 2021 Espinar 0 1.57 43.62
Merino40008 F 2021 Espinar 12.42 0 44.77
Merino40009 M 2021 Espinar 13.18 4.65 46.03
Merino40010 F 2021 Espinar 13.25 2.53 46.13
Merino40011 M 2021 Espinar 14.38 0 44.78
Merino40012 F 2021 Espinar 0 0.96 45.14
Merino40013 M 2021 Espinar 14.51 3.93 0
Merino40014 F 2021 Espinar 13.24 3.37 43.34
Merino40015 M 2021 Espinar 11.61 2.97 0
Merino40016 F 2021 Espinar 12.34 3.34 45.25
Merino40017 M 2021 Espinar 13.19 1.62 44.62
Merino40018 F 2021 Espinar 12.13 3.2 46.24
Merino40019 M 2021 Espinar 13.01 0 0
Merino40020 F 2021 Espinar 11.94 2.35 44.92
Merino40021 M 2021 Espinar 12.89 2.07 43.02
Merino40022 F 2021 Espinar 11.76 1.27 0
Merino40023 M 2021 Espinar 12.83 0 45.2
Merino40024 F 2021 Espinar 13.6 3.55 44.12
Merino40025 M 2021 Espinar 12.11 2.74 43.62
Merino40026 F 2021 Espinar 12.68 1.01 43.16
Merino40027 M 2021 Espinar 12.55 3.11 44.82
Merino40028 F 2021 Espinar 0 3.77 0
Merino40029 M 2021 Espinar 13.87 1.28 45.67
Merino40030 F 2021 Espinar 0 0 45.02
Merino40031 M 2021 Espinar 0 0 45.7
Merino40032 F 2021 Espinar 13.62 2.29 46.46
Merino40033 M 2021 Espinar 13.77 4.4 43.26
Merino40034 F 2021 Espinar 15.17 3.81 45
Merino40035 M 2021 Espinar 14.66 2.98 43.73
Merino40036 F 2021 Espinar 0 0.41 44.15
Merino40037 M 2021 Espinar 13.54 1.9 44.34
Merino40038 F 2021 Espinar 13.12 0 0
Merino40039 M 2021 Espinar 12.9 0 44.86
Merino40040 F 2021 Espinar 13.38 2.14 44.73
Merino40041 M 2021 Espinar 0 0 43.84
Merino40042 F 2021 Espinar 13.74 1.67 0
Merino40043 M 2021 Espinar 14.7 4.44 45.63
Merino40044 F 2021 Espinar 14.5 3.96 45.43
Merino40045 M 2021 Espinar 13.52 0 0
Merino40046 F 2021 Espinar 13.18 0.73 44.95
Merino40047 M 2021 Espinar 14.87 2.82 0
Merino40048 F 2021 Espinar 13.64 4.09 42.51
Merino40049 M 2021 Espinar 14.03 0 0
Merino40050 F 2021 Espinar 13.66 0.44 45.44
Merino40051 M 2021 Espinar 12.79 0.37 45.76
Merino40052 F 2021 Espinar 12.74 3.67 44.03
Merino40053 M 2021 Espinar 14.47 0 46.06
Merino40054 F 2021 Espinar 14.05 0 46.47
Merino40055 M 2021 Espinar 12.54 2.22 46.6
Merino40056 F 2021 Espinar 12.56 3.88 0
Merino40057 M 2021 Espinar 0 0 42.84
Merino40058 F 2021 Espinar 12.59 5.03 44.48
Merino40059 M 2021 Espinar 14.16 3.93 0
Merino40060 F 2021 Espinar 13.81 2.06 44.97
Merino40061 M 2021 Espinar 12.02 4.06 45.01
Merino40062 F 2021 Espinar 13.24 3.52 0
Merino40063 M 2021 Espinar 13.5 3.63 42.86
Merino40064 F 2021 Espinar 13.34 2.18 42.74
Merino40065 M 2021 Espinar 13.11 0 46.51
Merino40066 F 2021 Espinar 14.11 6.99 43.79
Merino40067 M 2021 Espinar 12.11 3.67 44
Merino40068 F 2021 Espinar 12.59 0 43.02
Merino40069 M 2021 Espinar 12.33 0 42.92
Merino40070 F 2021 Espinar 12.59 0 44.11
Merino40071 M 2021 Espinar 14.66 0 44.64
Merino40072 F 2021 Espinar 13.29 5.38 0
Merino40073 M 2021 Espinar 13.66 2.39 46.15
Merino40074 F 2021 Espinar 14.34 2.67 45.51
Merino40075 M 2021 Espinar 13.65 5.11 43.76
Merino40076 F 2021 Espinar 12.81 0 44.14
Merino40077 M 2021 Espinar 13.71 2.59 44.97
Merino40078 F 2021 Espinar 13.93 0 43.76
Merino40079 M 2021 Espinar 10.76 2.88 0
Merino40080 F 2021 Espinar 13.29 1.55 43.38
Merino40081 M 2021 Espinar 13.48 0 43.62
Merino40082 F 2021 Espinar 12.39 1.05 44.2
Merino40083 M 2021 Espinar 13.79 1.69 45.13
Merino40084 F 2021 Espinar 0 1.6 44.89
Merino40085 M 2021 Espinar 13.38 3 0
Merino40086 F 2021 Espinar 0 0 45.25
Merino40087 M 2021 Espinar 0 1.46 44.77
Merino40088 F 2021 Espinar 13.3 0 44.64
Merino40089 M 2021 Espinar 12.27 2.25 44.44
Merino40090 F 2021 Espinar 12.71 2.51 45.51
Merino40091 M 2021 Espinar 12.74 1.95 0
Merino40092 F 2021 Espinar 13.72 1.02 44.88
Merino40093 M 2021 Espinar 13.39 0 45.39
Merino40094 F 2021 Espinar 13.73 4.51 45.35
Merino40095 M 2021 Espinar 12.27 2.54 44.18
Merino40096 F 2021 Espinar 12.63 1.99 45.31
Merino40097 M 2021 Espinar 12.05 0.13 47
Merino40098 F 2021 Espinar 12.26 3.6 46.45
Merino40099 M 2021 Espinar 13.12 0 45.83
Merino40100 F 2021 Espinar 12.82 1.95 46.03
Merino40101 M 2021 Espinar 13.61 0 0
Merino40102 F 2021 Espinar 13.87 0.18 44.13
Merino40103 M 2021 Espinar 14.66 1.33 44.55
Merino40104 F 2021 Espinar 12.45 0 43.91
Merino40105 M 2021 Espinar 13.49 2.31 44.17
Merino40106 F 2021 Espinar 13.56 0 45.06
Merino40107 M 2021 Espinar 0 1.4 43.52
Merino40108 F 2021 Espinar 15.4 3.54 46.27
Merino40109 M 2021 Espinar 14.49 0.39 43.4
Merino40110 F 2021 Espinar 13.91 3.08 43.4
Merino40111 M 2021 Espinar 13.47 0 44.23
Merino40112 F 2021 Espinar 12.39 2.88 0
Merino40113 M 2021 Espinar 13.89 0.43 44.75
Merino40114 F 2021 Espinar 13.7 0.48 44.23
Merino40115 M 2021 Espinar 13.95 1.81 43.77
Merino40116 F 2021 Espinar 14.14 2.39 0
Merino40117 M 2021 Espinar 12.58 0 42.95
Merino40118 F 2021 Espinar 12.55 3 44.37
Merino40119 M 2021 Espinar 13.4 1.02 44.81
Merino40120 F 2021 Espinar 13.54 1.49 0
Merino40121 M 2021 Espinar 13.48 2.12 43.05
Merino40122 F 2021 Espinar 13.3 4.38 43.35
Merino40123 M 2021 Espinar 13.08 3.42 44.86
Merino40124 F 2021 Espinar 13.03 3.72 43.1
Merino40125 M 2021 Espinar 11.9 2.95 46.89
Merino40126 F 2021 Espinar 13.63 2.38 44.7
Merino40127 M 2021 Espinar 0 0 43.9
Merino40128 F 2021 Espinar 13.58 2.02 43.13
Merino40129 M 2021 Espinar 12.03 2.18 47.5
Merino40130 F 2021 Espinar 11.94 0 45.3
Merino40131 M 2021 Espinar 13.74 3.92 46.38
Merino40132 F 2021 Espinar 12.43 1.55 43.18
Merino40133 M 2021 Espinar 13.84 0 0
Merino40134 F 2021 Espinar 0 1.75 44.38
Merino40135 M 2021 Espinar 13.4 2.18 44.77
Merino40136 F 2021 Espinar 13.66 0 45.6
Merino40137 M 2021 Espinar 11.17 0 0
Merino40138 F 2021 Espinar 13.19 0 47.37
Merino40139 M 2021 Espinar 12.75 2.29 45.64
Merino40140 F 2021 Espinar 0 4.91 43.12
Merino40141 M 2021 Espinar 13.07 0 43.71
Merino40142 F 2021 Espinar 13.63 2.65 44.23
Merino40143 M 2021 Espinar 13.97 4.39 44.81
Merino40144 F 2021 Espinar 13.42 2.47 0
Merino40145 M 2021 Espinar 13.09 2.61 44.72
Merino40146 F 2021 Espinar 13.58 1.57 0
Merino40147 M 2021 Espinar 13.53 0.68 43.01
Merino40148 F 2021 Espinar 12.45 1.36 0
Merino40149 M 2021 Espinar 0 0.74 43.98
Merino40150 F 2021 Espinar 11.92 0 44.32
Merino40151 M 2021 Espinar 12.06 1.13 0
Merino40152 F 2021 Espinar 12.88 0 43.64
Merino40153 M 2021 Espinar 11.92 2.58 44.23
Merino40154 F 2021 Espinar 12.72 2.55 43.75
Merino40155 M 2021 Espinar 13.99 3.34 47.22
Merino40156 F 2021 Espinar 0 2.83 0
Merino40157 M 2021 Espinar 12.72 2.15 45.26
Merino40158 F 2021 Espinar 13.35 1.1 45.12
Merino40159 M 2021 Espinar 11.62 0 43.32
Merino40160 F 2021 Espinar 15.12 2.26 44.07
Merino40161 M 2021 Espinar 11.54 0 45.42
Merino40162 F 2021 Espinar 0 4.14 45.19
Merino40163 M 2021 Espinar 13.82 1.45 45.66
Merino40164 F 2021 Espinar 13.78 5.35 47.51
Merino40165 M 2021 Espinar 13.47 1.47 44.13
Merino40166 F 2021 Espinar 12.43 2.72 43.91
Merino40167 M 2021 Espinar 13.91 2.83 46.32
Merino40168 F 2021 Espinar 14.39 0 45.01
Merino40169 M 2021 Espinar 0 3.03 0
Merino40170 F 2021 Espinar 13.91 2.12 0
Merino40171 M 2021 Espinar 13.2 2.48 0
Merino40172 F 2021 Espinar 11.26 1.05 44.9
Merino40173 M 2021 Espinar 13.9 5.15 45.18
Merino40174 F 2021 Espinar 13.66 2.46 44.56
Merino40175 M 2021 Espinar 12.08 3.83 0
Merino40176 F 2021 Espinar 11.92 2.17 46.05
Merino40177 M 2021 Espinar 12.34 3.56 44.3
Merino40178 F 2021 Espinar 13.86 2.86 44.59
Merino40179 M 2021 Espinar 13.01 0.75 0
Merino40180 F 2021 Espinar 12.93 4.33 43.49
Merino40181 M 2021 Espinar 14.72 1.72 43.02
Merino40182 F 2021 Espinar 14.37 3.34 44.93
Merino40183 M 2021 Espinar 13.27 3.77 42.89
Merino40184 F 2021 Espinar 13.64 2.68 43.06
Merino40185 M 2021 Espinar 11.35 2.22 45.24
Merino40186 F 2021 Espinar 0 2.37 45.15
Merino40187 M 2021 Espinar 12.95 0.0300000000000002 44.29
Merino40188 F 2021 Espinar 11.17 0.65 43.07
Merino40189 M 2021 Espinar 13.56 1.78 45.47
Merino40190 F 2021 Espinar 12.41 0 46.18
Merino40191 M 2021 Espinar 12.01 0.39 44.91
Merino40192 F 2021 Espinar 11.63 2.79 44.22
Merino40193 M 2021 Espinar 11.58 0 43.38
Merino40194 F 2021 Espinar 13.1 1.6 44.1
Merino40195 M 2021 Espinar 13.03 3.93 43.31
Merino40196 F 2021 Espinar 14.28 2.04 46.02
Merino40197 M 2021 Espinar 0 3.82 44.54
Merino40198 F 2021 Espinar 11.36 3.52 0
Merino40199 M 2021 Espinar 12.37 0 44.37
Merino40200 F 2021 Espinar 13.79 0.99 44.82
Merino40201 M 2021 Espinar 0 2.97 44.6
Merino40202 F 2021 Espinar 14.39 0.71 0
Merino40203 M 2021 Espinar 13.05 1.46 44.89
Merino40204 F 2021 Espinar 13.74 0 0
Merino40205 M 2021 Espinar 12.26 2.14 0
Merino40206 F 2021 Espinar 11.82 0 45.59
Merino40207 M 2021 Espinar 11.44 1.97 43.27
Merino40208 F 2021 Espinar 13.64 0 43.62
Merino40209 M 2021 Espinar 13.64 2.67 0
Merino40210 F 2021 Espinar 12.4 3.73 47.11
Merino40211 M 2021 Espinar 13.65 1.85 44.11
Merino40212 F 2021 Espinar 13.18 2.03 43.57
Merino40213 M 2021 Espinar 14.87 2.22 45.94
Merino40214 F 2021 Espinar 13.98 0 49.14
Merino40215 M 2021 Espinar 13.72 0.41 43.11
Merino40216 F 2021 Espinar 14 0 44.31
Merino40217 M 2021 Espinar 14.79 4.78 45.68
Merino40218 F 2021 Espinar 14.22 2.67 46
Merino40219 M 2021 Espinar 11.46 0 44.09
Merino40220 F 2021 Espinar 14.36 1.76 43.23
Merino40221 M 2021 Espinar 13.51 0 43.41
Merino40222 F 2021 Espinar 13.8 1.14 45.67
Merino40223 M 2021 Espinar 11.23 2.88 45.31
Merino40224 F 2021 Espinar 13 0 0
Merino40225 M 2021 Espinar 12.73 2.66 45.79
Merino40226 F 2021 Espinar 13.94 3.52 45.18
Merino40227 M 2021 Espinar 13.79 2.04 0
Merino40228 F 2021 Espinar 13.18 3.1 0
Merino40229 M 2021 Espinar 11.58 1.93 44.97
Merino40230 F 2021 Espinar 13.56 3.96 46.24
Merino40231 M 2021 Espinar 13.87 0 45.82
Merino40232 F 2021 Espinar 12.99 2.28 46.59
Merino40233 M 2021 Espinar 12.2 2.14 45.37
Merino40234 F 2021 Espinar 12.98 0 43.51
Merino40235 M 2021 Espinar 12.36 0.88 45.75
Merino40236 F 2021 Espinar 13.85 1.11 46.26
Merino40237 M 2021 Espinar 14.04 0 44.89
Merino40238 F 2021 Espinar 13.3 3.9 46.7
Merino40239 M 2021 Espinar 15.09 2.27 0
Merino40240 F 2021 Espinar 13.25 0.87 0
Merino40241 M 2021 Espinar 14.16 3.48 44.5
Merino40242 F 2021 Espinar 12.65 4.28 42.98
Merino40243 M 2021 Espinar 11.87 3.57 45.06
Merino40244 F 2021 Espinar 0 2.43 45.46
Merino40245 M 2021 Espinar 13.35 1.57 45.82
Merino40246 F 2021 Espinar 12.17 1.39 45.78
Merino40247 M 2021 Espinar 12.2 0 45.63
Merino40248 F 2021 Espinar 9.83 3.04 44.7
Merino40249 M 2021 Espinar 12.8 0.43 43.24
Merino40250 F 2021 Espinar 14.02 2.36 44.99
Merino40251 M 2021 Espinar 15.1 0.79 42.2
Merino40252 F 2021 Espinar 13.29 1.68 45.12
Merino40253 M 2021 Espinar 0 4.67 0
Merino40254 F 2021 Espinar 13.54 2.02 43.83
Merino40255 M 2021 Espinar 14.21 0 45.73
Merino40256 F 2021 Espinar 12.26 3.57 44.74
Merino40257 M 2021 Espinar 13.26 0.14 0
Merino40258 F 2021 Espinar 11.85 3.72 45.42
Merino40259 M 2021 Espinar 13.65 3.69 43.77
Merino40260 F 2021 Espinar 13.91 0 44.82
Merino40261 M 2021 Espinar 12.5 2.76 45.16
Merino40262 F 2021 Espinar 12.61 3.56 45.32
Merino40263 M 2021 Espinar 13.55 4.05 46.29
Merino40264 F 2021 Espinar 13.92 0 44.97
Merino40265 M 2021 Espinar 11.4 2.87 43.27
Merino40266 F 2021 Espinar 12.45 2.73 0
Merino40267 M 2021 Espinar 10.64 0 42.46
Merino40268 F 2021 Espinar 12.27 2.98 0
Merino40269 M 2021 Espinar 13.36 4.03 45.34
Merino40270 F 2021 Espinar 10.98 4.76 46.92
Merino40271 M 2021 Espinar 12.13 0 45.27
Merino40272 F 2021 Espinar 12.06 1.34 43.87
Merino40273 M 2021 Espinar 0 1.6 0
Merino40274 F 2021 Espinar 12.63 0 0
Merino40275 M 2021 Espinar 13.54 2.15 43.31
Merino40276 F 2021 Espinar 0 0.79 44.89
Merino40277 M 2021 Espinar 0 0 44.95
Merino40278 F 2021 Espinar 13.84 3.67 44.03
Merino40279 M 2021 Espinar 12.02 4.03 44.72
Merino40280 F 2021 Espinar 13.56 0.94 45.66
Merino40281 M 2021 Espinar 12.22 0 44.34
Merino40282 F 2021 Espinar 0 0 44.26
Merino40283 M 2021 Espinar 13.17 0.94 0
Merino40284 F 2021 Espinar 12.69 2.57 46.03
Merino40285 M 2021 Espinar 13.8 0.32 44.45
Merino40286 F 2021 Espinar 14.06 3.75 45.2
Merino40287 M 2021 Espinar 12.54 1.63 45.82
Merino40288 F 2021 Espinar 12.42 2.87 45.38
Merino40289 M 2021 Espinar 12.53 4.93 44.6
Merino40290 F 2021 Espinar 13.18 1.37 44.9
Merino40291 M 2021 Espinar 13.34 0.3 0
Merino40292 F 2021 Espinar 12.17 0.7 44.41
Merino40293 M 2021 Espinar 12.34 0 0
Merino40294 F 2021 Espinar 13.5 2.98 45.96
Merino40295 M 2021 Espinar 13.77 2.49 42.61
Merino40296 F 2021 Espinar 14.41 2.28 44.87
Merino40297 M 2021 Espinar 14.88 0 45.94
Merino40298 F 2021 Espinar 16.06 6.67 44.53
Merino40299 M 2021 Espinar 13.16 0 43.52
Merino40300 F 2021 Espinar 13.03 0.2 45.21
Merino40301 M 2021 Espinar 12.13 1.25 0
Merino40302 F 2021 Espinar 11.65 2.68 44.64
Merino40303 M 2021 Espinar 13.05 0.19 0
Merino40304 F 2021 Espinar 13.83 2.01 45.23
Merino40305 M 2021 Espinar 13.58 2.18 45.14
Merino40306 F 2021 Espinar 14.44 4.13 45.5
Merino40307 M 2021 Espinar 13.76 2.52 45.38
Merino40308 F 2021 Espinar 14.55 2.49 44.1
Merino40309 M 2021 Espinar 0 1.05 0
Merino40310 F 2021 Espinar 13.18 0 0
Merino40311 M 2021 Espinar 12.53 0 0
Merino40312 F 2021 Espinar 11.64 1.49 46
Merino40313 M 2021 Espinar 12.81 1.56 44.88
Merino40314 F 2021 Espinar 0 4.32 44.78
Merino40315 M 2021 Espinar 13.45 0 44.82
Merino40316 F 2021 Espinar 13.22 2.81 44.35
Merino40317 M 2021 Espinar 12.01 2.22 44.05
Merino40318 F 2021 Espinar 13.57 1 0
Merino40319 M 2021 Espinar 10.39 0 45.25
Merino40320 F 2021 Espinar 12.51 0.63 45.82
Merino40321 M 2021 Espinar 12.77 1.51 45.66
Merino40322 F 2021 Espinar 11.84 1.17 46.13
Merino40323 M 2021 Espinar 13.03 0.69 43.8
Merino40324 F 2021 Espinar 10.24 3.9 44.72
Merino40325 M 2021 Espinar 14 2.74 0
Merino40326 F 2021 Espinar 0 1.09 0
Merino40327 M 2021 Espinar 13.81 4.15 42.99
Merino40328 F 2021 Espinar 13.91 3.26 42.97
Merino40329 M 2021 Espinar 14.35 0 44.66
Merino40330 F 2021 Espinar 11.14 0.78 44.41
Merino40331 M 2021 Espinar 13.76 1.1 41.74
Merino40332 F 2021 Espinar 13.05 2.03 45.49
Merino40333 M 2021 Espinar 13.7 3.91 44.24
Merino40334 F 2021 Espinar 12.98 2.26 44.95
Merino40335 M 2021 Espinar 12.54 0 0
Merino40336 F 2021 Espinar 0 0 44.93
Merino40337 M 2021 Espinar 13.52 1.29 42.85
Merino40338 F 2021 Espinar 13.96 0 0
Merino40339 M 2021 Espinar 11.94 1.55 0
Merino40340 F 2021 Espinar 12.95 1.2 45.15
Merino40341 M 2021 Espinar 11.83 0.97 43.23
Merino40342 F 2021 Espinar 12.09 0 43.29
Merino40343 M 2021 Espinar 12.45 0 45.29
Merino40344 F 2021 Espinar 0 0.27 46.33
Merino40345 M 2021 Espinar 13.69 1.94 41.66
Merino40346 F 2021 Espinar 12.96 2.69 45.54
Merino40347 M 2021 Espinar 13.07 1.1 45.99
Merino40348 F 2021 Espinar 13.99 5.32 46.1
Merino40349 M 2021 Espinar 14.19 0 44.79
Merino40350 F 2021 Espinar 12.84 0 0
Merino40351 M 2021 Espinar 14.37 1.95 0
Merino40352 F 2021 Espinar 13.59 0.85 0
Merino40353 M 2021 Espinar 13.67 3.38 43.03
Merino40354 F 2021 Espinar 12.6 3.3 46.9
Merino40355 M 2021 Espinar 11.96 2.37 44.25
Merino40356 F 2021 Espinar 0 2.31 44.07
Merino40357 M 2021 Espinar 12.53 2.91 46.9
Merino40358 F 2021 Espinar 12.98 0 0
Merino40359 M 2021 Espinar 11.66 3.12 44.66
Merino40360 F 2021 Espinar 12.56 0.35 0
Merino40361 M 2021 Espinar 14.76 0.29 42.95
Merino40362 F 2021 Espinar 13.04 2.94 41.94
Merino40363 M 2021 Espinar 13.07 1.44 42.36
Merino40364 F 2021 Espinar 0 0.1 41.57
Merino40365 M 2021 Espinar 13.79 0 43.12
Merino40366 F 2021 Espinar 12.75 1.49 45.85
Merino40367 M 2021 Espinar 12.95 0 44.55
Merino40368 F 2021 Espinar 12.93 1.72 42.59
Merino40369 M 2021 Espinar 13.79 4.74 44.99
Merino40370 F 2021 Espinar 13.52 0 46.74
Merino40371 M 2021 Espinar 14.2 4.98 44.31
Merino40372 F 2021 Espinar 13.19 3.9 44.02
Merino40373 M 2021 Espinar 13.21 1.53 0
Merino40374 F 2021 Espinar 12.62 0.74 0
Merino40375 M 2021 Espinar 13.1 1.55 44.61
Merino40376 F 2021 Espinar 12.87 5.75 43.76
Merino40377 M 2021 Espinar 13.89 0 43.81
Merino40378 F 2021 Espinar 12.96 1.5 0
Merino40379 M 2021 Espinar 14.09 0 43.99
Merino40380 F 2021 Espinar 11.57 0.78 0
Merino40381 M 2021 Espinar 13.7 2.9 46.24
Merino40382 F 2021 Espinar 11.91 0 43.84
Merino40383 M 2021 Espinar 13.51 3.24 44.26
Merino40384 F 2021 Espinar 13.63 0.71 44.83
Merino40385 M 2021 Espinar 12.93 0.27 46.65
Merino40386 F 2021 Espinar 12.81 0.21 44.33
Merino40387 M 2021 Espinar 12.18 3.3 44.14
Merino40388 F 2021 Espinar 12.53 4.7 45.16
Merino40389 M 2021 Espinar 12.23 2.32 44.53
Merino40390 F 2021 Espinar 12.41 0.57 43.78
Merino40391 M 2021 Espinar 0 2.62 43.38
Merino40392 F 2021 Espinar 11.22 2.52 42.67
Merino40393 M 2021 Espinar 12.97 0 44.38
Merino40394 F 2021 Espinar 12.44 5.52 0
Merino40395 M 2021 Espinar 11.06 2.58 44.65
Merino40396 F 2021 Espinar 15.12 1.32 45.12
Merino40397 M 2021 Espinar 0 0.91 44.25
Merino40398 F 2021 Espinar 12.53 1.3 0
Merino40399 M 2021 Espinar 13.62 0.9 45.36
Merino40400 F 2021 Espinar 0 2.14 44.26
Merino40401 M 2021 Espinar 0 4.34 44.06
Merino40402 F 2021 Espinar 13.49 1.34 44.18
Merino40403 M 2021 Espinar 14.01 3.26 44.55
Merino40404 F 2021 Espinar 13.25 0 47.85
Merino40405 M 2021 Espinar 11.72 2.93 0
Merino40406 F 2021 Espinar 11.92 0.57 45.11
Merino40407 M 2021 Espinar 0 3.24 0
Merino40408 F 2021 Espinar 13.32 1.81 46.13
Merino40409 M 2021 Espinar 13.49 0 0
Merino40410 F 2021 Espinar 10.85 0 45.81
Merino40411 M 2021 Espinar 12.24 2.22 47.5
Merino40412 F 2021 Espinar 13.24 0.47 45.48
Merino40413 M 2021 Espinar 13.7 3.15 0
Merino40414 F 2021 Espinar 13.22 2.28 42.79
Merino40415 M 2021 Espinar 12.86 2.25 45.2
Merino40416 F 2021 Espinar 12.16 2.69 42.84
Merino40417 M 2021 Espinar 0 2.66 0
Merino40418 F 2021 Espinar 12.37 2.61 0
Merino40419 M 2021 Espinar 12.07 3.2 43.91
Merino40420 F 2021 Espinar 11.6 5.06 44.79
Merino40421 M 2021 Espinar 13.6 4.15 44.33
Merino40422 F 2021 Espinar 13.82 1.7 44.6
Merino40423 M 2021 Espinar 12.4 1.11 43.86
Merino40424 F 2021 Espinar 12.81 1.98 42.68
Merino40425 M 2021 Espinar 12.64 1.99 0
Merino40426 F 2021 Espinar 11.48 0 44.99
Merino40427 M 2021 Espinar 14.51 0 44.84
Merino40428 F 2021 Espinar 14.76 2.18 43.03
Merino40429 M 2021 Espinar 12.02 5.36 46
Merino40430 F 2021 Espinar 0 1.93 44.19
Merino40431 M 2021 Espinar 15.78 0.96 42.47
Merino40432 F 2021 Espinar 15.96 1.74 43.45
Merino40433 M 2021 Espinar 15.19 2.4 43.97
Merino40434 F 2021 Espinar 16.59 5.66 45.36
Merino40435 M 2021 Espinar 0 3.45 0
Merino40436 F 2021 Espinar 16.15 1.31 46.19
Merino40437 M 2021 Espinar 14.86 3.74 47.29
Merino40438 F 2021 Espinar 12.76 4.24 45.64
Merino40439 M 2021 Espinar 15.21 0 0
Merino40440 F 2021 Espinar 15.99 3.48 43.4
