IId FId MId
Merino22380 Merino19303 Merino19056
Merino22381 Merino19203 Merino19022
Merino22382 0 Merino19022
Merino22383 Merino19113 Merino19194
Merino22384 Merino19113 Merino19194
Merino22385 Merino19323 Merino19130
Merino22386 Merino19323 Merino19130
Merino22387 Merino19381 Merino19064
Merino22388 Merino19381 Merino19064
Merino22389 0 Merino19366
Merino22390 Merino19331 Merino19366
Merino22391 0 Merino18994
Merino22392 Merino19055 Merino18994
Merino22393 Merino19279 0
Merino22394 Merino19279 0
Merino22395 0 Merino19206
Merino22396 Merino19127 Merino19206
Merino22397 Merino19317 Merino19292
Merino22398 Merino19317 Merino19292
Merino22399 Merino19265 Merino19360
Merino22400 0 Merino19360
Merino22401 Merino19321 Merino19202
Merino22402 Merino19321 Merino19202
Merino22403 Merino19073 Merino18998
Merino22404 Merino19073 Merino18998
Merino22405 Merino19039 Merino19200
Merino22406 Merino19039 Merino19200
Merino22407 Merino19245 Merino19048
Merino22408 Merino19245 Merino19048
Merino22409 Merino19037 Merino19176
Merino22410 Merino19037 Merino19176
Merino22411 Merino19153 Merino19160
Merino22412 Merino19153 Merino19160
Merino22413 Merino19121 Merino19008
Merino22414 Merino19121 Merino19008
Merino22415 Merino19133 Merino19354
Merino22416 Merino19133 Merino19354
Merino22417 Merino19303 Merino19150
Merino22418 Merino19303 Merino19150
Merino22419 0 Merino19272
Merino22420 Merino19203 Merino19272
Merino22421 0 0
Merino22422 Merino19113 Merino19358
Merino22423 Merino19323 Merino19070
Merino22424 Merino19323 Merino19070
Merino22425 Merino19381 Merino19282
Merino22426 Merino19381 Merino19282
Merino22427 0 Merino19216
Merino22428 Merino19331 Merino19216
Merino22429 Merino19171 Merino19298
Merino22430 Merino19171 Merino19298
Merino22431 Merino19279 Merino19058
Merino22432 Merino19279 Merino19058
Merino22433 Merino19127 Merino19312
Merino22434 Merino19127 Merino19312
Merino22435 Merino19317 Merino19080
Merino22436 Merino19317 Merino19080
Merino22437 Merino19265 Merino19072
Merino22438 Merino19265 Merino19072
Merino22439 Merino19321 Merino19020
Merino22440 Merino19321 Merino19020
Merino22441 Merino19073 Merino19166
Merino22442 Merino19073 Merino19166
Merino22443 Merino19039 Merino19030
Merino22444 Merino19039 Merino19030
Merino22445 Merino19245 Merino19338
Merino22446 0 Merino19338
Merino22447 Merino19037 Merino19302
Merino22448 Merino19037 Merino19302
Merino22449 Merino19153 Merino19002
Merino22450 Merino19153 Merino19002
Merino22451 Merino19121 Merino19140
Merino22452 Merino19121 Merino19140
Merino22453 Merino19133 Merino19244
Merino22454 Merino19133 Merino19244
Merino22455 Merino19303 Merino19076
Merino22456 Merino19303 Merino19076
Merino22457 Merino19203 Merino19356
Merino22458 Merino19203 Merino19356
Merino22459 Merino19113 Merino19296
Merino22460 0 Merino19296
Merino22461 Merino19323 Merino19288
Merino22462 0 Merino19288
Merino22463 Merino19381 Merino19004
Merino22464 0 Merino19004
Merino22465 Merino19331 Merino19332
Merino22466 Merino19331 Merino19332
Merino22467 Merino19171 Merino19136
Merino22468 Merino19171 Merino19136
Merino22469 Merino19055 Merino19044
Merino22470 Merino19055 Merino19044
Merino22471 0 Merino19218
Merino22472 Merino19127 Merino19218
Merino22473 Merino19317 Merino19026
Merino22474 0 Merino19026
Merino22475 Merino19265 Merino19368
Merino22476 Merino19265 Merino19368
Merino22477 Merino19321 Merino19324
Merino22478 0 Merino19324
Merino22479 Merino19073 Merino19372
Merino22480 Merino19073 Merino19372
Merino22481 Merino19039 Merino19300
Merino22482 Merino19039 Merino19300
Merino22483 Merino19245 Merino19184
Merino22484 Merino19245 Merino19184
Merino22485 0 Merino19090
Merino22486 Merino19037 Merino19090
Merino22487 0 Merino19088
Merino22488 Merino19153 Merino19088
Merino22489 Merino19121 Merino19268
Merino22490 Merino19121 Merino19268
Merino22491 Merino19133 Merino19178
Merino22492 Merino19133 Merino19178
Merino22493 Merino19303 Merino19116
Merino22494 Merino19303 Merino19116
Merino22495 Merino19203 Merino19258
Merino22496 0 0
Merino22497 Merino19113 Merino19328
Merino22498 Merino19113 Merino19328
Merino22499 Merino19323 Merino19060
Merino22500 0 Merino19060
Merino22501 Merino19381 Merino19038
Merino22502 Merino19381 Merino19038
Merino22503 Merino19331 Merino19308
Merino22504 0 Merino19308
Merino22505 Merino19171 Merino19230
Merino22506 Merino19171 Merino19230
Merino22507 Merino19055 Merino19024
Merino22508 Merino19055 Merino19024
Merino22509 Merino19279 Merino19236
Merino22510 Merino19279 Merino19236
Merino22511 Merino19317 Merino19154
Merino22512 0 Merino19154
Merino22513 Merino19265 Merino19344
Merino22514 Merino19265 Merino19344
Merino22515 0 Merino19306
Merino22516 0 Merino19306
Merino22517 Merino19073 Merino19228
Merino22518 Merino19073 Merino19228
Merino22519 0 Merino19068
Merino22520 Merino19039 Merino19068
Merino22521 0 Merino19134
Merino22522 Merino19245 Merino19134
Merino22523 Merino19037 Merino19158
Merino22524 Merino19037 Merino19158
Merino22525 Merino19153 Merino19266
Merino22526 Merino19153 Merino19266
Merino22527 Merino19121 0
Merino22528 Merino19121 Merino19388
Merino22529 0 Merino19280
Merino22530 Merino19133 Merino19280
Merino22531 Merino19303 Merino19100
Merino22532 Merino19303 Merino19100
Merino22533 0 0
Merino22534 Merino19203 Merino19310
Merino22535 Merino19113 Merino19112
Merino22536 Merino19113 Merino19112
Merino22537 Merino19323 Merino19222
Merino22538 0 Merino19222
Merino22539 Merino19381 Merino19102
Merino22540 Merino19381 Merino19102
Merino22541 Merino19331 Merino19208
Merino22542 Merino19331 Merino19208
Merino22543 0 Merino19250
Merino22544 Merino19171 Merino19250
Merino22545 0 Merino19196
Merino22546 Merino19055 Merino19196
Merino22547 0 Merino19042
Merino22548 0 Merino19042
Merino22549 Merino19127 Merino19142
Merino22550 Merino19127 Merino19142
Merino22551 Merino19265 Merino19224
Merino22552 Merino19265 Merino19224
Merino22553 Merino19321 Merino19096
Merino22554 Merino19321 Merino19096
Merino22555 Merino19073 Merino19260
Merino22556 Merino19073 Merino19260
Merino22557 Merino19039 Merino19334
Merino22558 Merino19039 Merino19334
Merino22559 Merino19245 Merino19016
Merino22560 Merino19245 Merino19016
Merino22561 Merino19037 Merino19210
Merino22562 Merino19037 Merino19210
Merino22563 Merino19153 Merino19122
Merino22564 Merino19153 Merino19122
Merino22565 Merino19121 Merino19078
Merino22566 Merino19121 Merino19078
Merino22567 Merino19133 Merino19262
Merino22568 Merino19133 Merino19262
Merino22569 Merino19303 Merino19074
Merino22570 0 Merino19074
Merino22571 Merino19203 Merino19162
Merino22572 Merino19203 Merino19162
Merino22573 Merino19113 Merino19028
Merino22574 Merino19113 Merino19028
Merino22575 Merino19323 0
Merino22576 Merino19323 Merino19006
Merino22577 Merino19381 Merino19066
Merino22578 Merino19381 Merino19066
Merino22579 Merino19331 Merino19342
Merino22580 0 Merino19342
Merino22581 Merino19171 0
Merino22582 Merino19171 Merino19326
Merino22583 Merino19055 Merino19254
Merino22584 Merino19055 Merino19254
Merino22585 Merino19279 Merino19172
Merino22586 Merino19279 Merino19172
Merino22587 Merino19127 Merino19174
Merino22588 Merino19127 Merino19174
Merino22589 Merino19317 Merino19286
Merino22590 Merino19317 Merino19286
Merino22591 Merino22351 Merino20016
Merino22592 Merino22351 Merino20016
Merino22593 Merino22415 Merino19548
Merino22594 Merino22415 Merino19548
Merino22595 Merino22567 Merino19870
Merino22596 Merino22567 Merino19870
Merino22597 Merino22361 Merino19392
Merino22598 Merino22361 Merino19392
Merino22599 Merino22343 0
Merino22600 Merino22343 Merino19500
Merino22601 Merino22413 Merino20102
Merino22602 Merino22413 Merino20102
Merino22603 Merino22315 Merino20080
Merino22604 Merino22315 Merino20080
Merino22605 Merino22307 Merino19624
Merino22606 Merino22307 Merino19624
Merino22607 Merino22351 Merino19396
Merino22608 Merino22351 Merino19396
Merino22609 0 Merino20002
Merino22610 Merino22367 Merino20002
Merino22611 0 Merino19666
Merino22612 Merino22295 Merino19666
Merino22613 Merino22295 Merino20018
Merino22614 Merino22295 Merino20018
Merino22615 Merino22307 Merino19636
Merino22616 Merino22307 Merino19636
Merino22617 Merino22585 Merino19472
Merino22618 Merino22585 Merino19472
Merino22619 Merino22515 Merino19404
Merino22620 Merino22515 Merino19404
Merino22621 0 Merino20240
Merino22622 Merino22263 Merino20240
Merino22623 Merino22295 Merino20052
Merino22624 Merino22295 0
Merino22625 0 Merino20004
Merino22626 Merino22521 Merino20004
Merino22627 0 Merino19454
Merino22628 Merino22543 Merino19454
Merino22629 0 Merino19612
Merino22630 0 Merino19612
Merino22631 Merino22415 Merino19992
Merino22632 0 Merino19992
Merino22633 Merino22351 Merino19406
Merino22634 Merino22351 Merino19406
Merino22635 Merino22351 Merino20432
Merino22636 Merino22351 Merino20432
Merino22637 Merino22321 Merino20344
Merino22638 Merino22321 Merino20344
Merino22639 Merino22521 Merino19596
Merino22640 Merino22521 Merino19596
Merino22641 Merino22263 Merino20286
Merino22642 Merino22263 Merino20286
Merino22643 Merino22307 Merino20030
Merino22644 Merino22307 Merino20030
Merino22645 Merino22521 Merino20358
Merino22646 Merino22521 Merino20358
Merino22647 0 Merino20202
Merino22648 0 Merino20202
Merino22649 Merino22263 Merino20020
Merino22650 Merino22263 Merino20020
Merino22651 Merino22351 Merino19998
Merino22652 Merino22351 Merino19998
Merino22653 Merino22197 Merino20042
Merino22654 Merino22197 Merino20042
Merino22655 Merino22543 Merino20538
Merino22656 0 Merino20538
Merino22657 Merino22535 Merino19600
Merino22658 Merino22535 Merino19600
Merino22659 Merino22197 Merino19480
Merino22660 Merino22197 Merino19480
Merino22661 Merino22467 Merino19848
Merino22662 Merino22467 Merino19848
Merino22663 Merino22543 Merino20034
Merino22664 Merino22543 Merino20034
Merino22665 0 Merino19418
Merino22666 Merino22263 Merino19418
Merino22667 Merino22521 Merino19414
Merino22668 0 Merino19414
Merino22669 0 Merino20408
Merino22670 Merino22585 Merino20408
Merino22671 Merino22307 Merino19638
Merino22672 Merino22307 Merino19638
Merino22673 Merino22535 Merino20130
Merino22674 Merino22535 Merino20130
Merino22675 Merino22197 Merino20088
Merino22676 Merino22197 Merino20088
Merino22677 Merino22535 Merino19398
Merino22678 Merino22535 0
Merino22679 0 Merino20022
Merino22680 Merino22585 Merino20022
Merino22681 Merino22521 Merino20216
Merino22682 Merino22521 Merino20216
Merino22683 Merino22415 Merino19430
Merino22684 Merino22415 Merino19430
Merino22685 Merino22367 Merino19446
Merino22686 Merino22367 Merino19446
Merino22687 Merino22521 Merino20354
Merino22688 Merino22521 Merino20354
Merino22689 Merino22521 Merino20274
Merino22690 Merino22521 Merino20274
Merino22691 Merino22535 Merino20262
Merino22692 Merino22535 Merino20262
Merino22693 0 Merino19554
Merino22694 Merino22543 Merino19554
Merino22695 Merino22263 Merino19468
Merino22696 Merino22263 Merino19468
Merino22697 Merino22295 Merino19816
Merino22698 Merino22295 Merino19816
Merino22699 Merino22263 Merino19412
Merino22700 Merino22263 Merino19412
Merino22701 Merino22307 Merino20010
Merino22702 Merino22307 Merino20010
Merino22703 Merino22315 Merino20066
Merino22704 Merino22315 Merino20066
Merino22705 0 Merino19908
Merino22706 Merino22567 Merino19908
Merino22707 Merino22315 Merino19994
Merino22708 Merino22315 Merino19994
Merino22709 Merino22343 Merino20114
Merino22710 Merino22343 Merino20114
Merino22711 0 Merino19578
Merino22712 Merino22295 Merino19578
Merino22713 0 0
Merino22714 0 Merino19400
Merino22715 0 Merino20298
Merino22716 Merino22361 Merino20298
Merino22717 0 Merino19746
Merino22718 Merino22567 Merino19746
Merino22719 0 Merino20190
Merino22720 Merino22413 0
Merino22721 Merino22307 Merino19852
Merino22722 Merino22307 Merino19852
Merino22723 Merino22515 Merino19622
Merino22724 Merino22515 Merino19622
Merino22725 Merino22543 Merino19440
Merino22726 Merino22543 Merino19440
Merino22727 0 Merino19656
Merino22728 Merino22343 Merino19656
Merino22729 Merino22413 Merino19996
Merino22730 Merino22413 Merino19996
Merino22731 0 Merino19794
Merino22732 Merino22307 Merino19794
Merino22733 Merino22413 Merino19946
Merino22734 Merino22413 Merino19946
Merino22735 Merino22585 Merino20200
Merino22736 Merino22585 Merino20200
Merino22737 Merino22467 Merino20012
Merino22738 Merino22467 0
Merino22739 0 Merino19892
Merino22740 Merino22415 Merino19892
Merino22741 0 Merino20078
Merino22742 Merino22321 Merino20078
Merino22743 Merino22543 Merino19424
Merino22744 Merino22543 Merino19424
Merino22745 Merino22263 Merino19832
Merino22746 0 Merino19832
Merino22747 Merino22413 Merino20470
Merino22748 Merino22413 Merino20470
Merino22749 Merino22467 Merino20144
Merino22750 0 0
Merino22751 Merino22315 Merino20086
Merino22752 Merino22315 Merino20086
Merino22753 Merino22367 Merino19650
Merino22754 Merino22367 Merino19650
Merino22755 Merino22361 Merino19744
Merino22756 0 0
Merino22757 0 Merino19768
Merino22758 Merino22361 0
Merino22759 Merino22467 Merino19402
Merino22760 Merino22467 Merino19402
Merino22761 0 Merino19770
Merino22762 0 Merino19770
Merino22763 Merino22343 Merino20530
Merino22764 0 Merino20530
Merino22765 0 Merino19428
Merino22766 Merino22295 Merino19428
Merino22767 Merino22567 Merino20324
Merino22768 Merino22567 Merino20324
Merino22769 Merino22305 0
Merino22770 Merino22305 Merino19790
Merino22771 0 Merino19502
Merino22772 Merino22343 Merino19502
Merino22773 Merino22307 Merino20386
Merino22774 Merino22307 Merino20386
Merino22775 Merino22535 Merino19498
Merino22776 0 Merino19498
Merino22777 Merino22543 Merino19788
Merino22778 Merino22543 Merino19788
Merino22779 Merino22521 Merino19462
Merino22780 Merino22521 Merino19462
Merino22781 0 Merino19846
Merino22782 Merino22305 Merino19846
Merino22783 Merino22305 Merino20000
Merino22784 Merino22305 Merino20000
Merino22785 Merino22415 Merino20398
Merino22786 0 Merino20398
Merino22787 Merino22263 Merino19800
Merino22788 0 Merino19800
Merino22789 Merino22367 Merino20072
Merino22790 Merino22367 Merino20072
Merino22791 0 Merino19956
Merino22792 0 Merino19956
Merino22793 Merino22263 Merino19562
Merino22794 Merino22263 Merino19562
Merino22795 Merino22521 0
Merino22796 Merino22521 Merino19546
Merino22797 Merino22585 Merino20142
Merino22798 0 Merino20142
Merino22799 0 Merino20350
Merino22800 Merino22263 Merino20350
Merino22801 Merino22535 Merino19606
Merino22802 Merino22535 Merino19606
Merino22803 0 Merino19478
Merino22804 Merino22413 Merino19478
Merino22805 Merino22567 Merino19758
Merino22806 0 Merino19758
Merino22807 Merino22321 Merino19828
Merino22808 Merino22321 0
Merino22809 Merino22521 Merino19394
Merino22810 Merino22521 0
Merino22811 Merino22305 Merino19968
Merino22812 Merino22305 Merino19968
Merino22813 0 0
Merino22814 Merino22415 Merino20236
Merino22815 Merino22321 Merino19458
Merino22816 Merino22321 Merino19458
Merino22817 Merino22343 Merino20442
Merino22818 Merino22343 Merino20442
Merino22819 Merino22197 Merino20070
Merino22820 Merino22197 Merino20070
Merino22821 Merino22361 Merino19718
Merino22822 Merino22361 Merino19718
Merino22823 Merino22351 Merino19504
Merino22824 Merino22351 Merino19504
Merino22825 Merino22295 Merino19774
Merino22826 Merino22295 Merino19774
Merino22827 0 Merino19780
Merino22828 Merino22305 Merino19780
Merino22829 0 Merino20226
Merino22830 0 Merino20226
Merino22831 Merino22585 Merino19584
Merino22832 Merino22585 Merino19584
Merino22833 Merino22535 Merino20562
Merino22834 0 Merino20562
Merino22835 Merino22585 Merino20166
Merino22836 Merino22585 Merino20166
Merino22837 0 Merino19980
Merino22838 0 Merino19980
Merino22839 Merino22343 0
Merino22840 Merino22343 Merino19552
Merino22841 Merino22361 Merino19576
Merino22842 Merino22361 Merino19576
Merino22843 Merino22361 Merino20098
Merino22844 Merino22361 Merino20098
Merino22845 Merino22343 Merino20382
Merino22846 Merino22343 Merino20382
Merino22847 Merino22343 Merino19486
Merino22848 Merino22343 Merino19486
Merino22849 Merino22315 Merino19698
Merino22850 Merino22315 Merino19698
Merino22851 Merino22567 Merino20450
Merino22852 0 Merino20450
Merino22853 Merino22321 Merino19544
Merino22854 Merino22321 Merino19544
Merino22855 Merino22315 Merino19564
Merino22856 0 Merino19564
Merino22857 Merino22521 Merino20206
Merino22858 Merino22521 Merino20206
Merino22859 0 Merino20540
Merino22860 Merino22307 Merino20540
Merino22861 Merino22367 Merino19574
Merino22862 Merino22367 Merino19574
Merino22863 Merino22543 Merino19432
Merino22864 0 Merino19432
Merino22865 Merino22415 Merino19420
Merino22866 0 Merino19420
Merino22867 Merino22367 Merino20256
Merino22868 Merino22367 Merino20256
Merino22869 Merino22295 Merino20106
Merino22870 Merino22295 Merino20106
Merino22871 0 Merino19654
Merino22872 Merino22305 Merino19654
Merino22873 Merino22351 Merino19526
Merino22874 0 Merino19526
Merino22875 Merino22305 Merino20154
Merino22876 0 Merino20154
Merino22877 0 Merino19680
Merino22878 Merino22585 Merino19680
Merino22879 Merino22515 Merino19442
Merino22880 Merino22515 Merino19442
Merino22881 Merino22321 Merino20372
Merino22882 Merino22321 Merino20372
Merino22883 Merino22263 Merino20342
Merino22884 Merino22263 Merino20342
Merino22885 Merino22515 Merino20196
Merino22886 Merino22515 0
Merino22887 Merino22295 Merino19534
Merino22888 Merino22295 Merino19534
Merino22889 Merino22515 Merino19716
Merino22890 0 Merino19716
Merino22891 0 Merino20116
Merino22892 Merino22521 Merino20116
Merino22893 Merino22343 Merino19422
Merino22894 Merino22343 Merino19422
Merino22895 Merino22535 Merino20014
Merino22896 Merino22535 0
Merino22897 Merino22467 Merino19740
Merino22898 Merino22467 Merino19740
Merino22899 Merino22321 Merino19986
Merino22900 Merino22321 Merino19986
Merino22901 Merino22361 Merino20460
Merino22902 Merino22361 Merino20460
Merino22903 Merino22415 Merino20266
Merino22904 Merino22415 Merino20266
Merino22905 Merino22307 Merino19476
Merino22906 Merino22307 Merino19476
Merino22907 Merino22413 Merino20284
Merino22908 Merino22413 Merino20284
Merino22909 Merino22467 Merino20348
Merino22910 Merino22467 Merino20348
Merino22911 Merino22343 Merino20064
Merino22912 Merino22343 Merino20064
Merino22913 Merino22585 Merino19492
Merino22914 Merino22585 Merino19492
Merino22915 Merino22521 Merino19530
Merino22916 Merino22521 Merino19530
Merino22917 Merino22585 Merino20424
Merino22918 Merino22585 0
Merino22919 Merino22413 Merino20482
Merino22920 Merino22413 Merino20482
Merino22921 Merino22263 Merino19520
Merino22922 0 Merino19520
Merino22923 Merino22567 Merino20548
Merino22924 0 Merino20548
Merino22925 Merino22197 Merino20120
Merino22926 Merino22197 Merino20120
Merino22927 Merino22305 Merino20588
Merino22928 Merino22305 0
Merino22929 0 Merino19538
Merino22930 0 Merino19538
Merino22931 Merino22415 Merino20062
Merino22932 Merino22415 Merino20062
Merino22933 Merino22515 Merino20320
Merino22934 Merino22515 0
Merino22935 Merino22367 Merino20258
Merino22936 Merino22367 Merino20258
Merino22937 Merino22305 Merino20506
Merino22938 Merino22305 Merino20506
Merino22939 Merino22521 Merino20060
Merino22940 Merino22521 0
Merino22941 Merino22521 Merino19464
Merino22942 Merino22521 0
Merino22943 Merino22343 0
Merino22944 0 Merino19658
Merino22945 Merino22263 Merino20036
Merino22946 Merino22263 Merino20036
Merino22947 Merino22295 Merino20032
Merino22948 0 Merino20032
Merino22949 Merino22415 Merino20192
Merino22950 Merino22415 Merino20192
Merino22951 Merino22295 Merino19540
Merino22952 Merino22295 Merino19540
Merino22953 Merino22515 Merino19976
Merino22954 0 Merino19976
Merino22955 Merino22515 Merino20308
Merino22956 0 0
Merino22957 Merino22467 Merino20462
Merino22958 0 0
Merino22959 Merino22307 Merino19830
Merino22960 Merino22307 Merino19830
Merino22961 Merino22197 Merino20048
Merino22962 Merino22197 Merino20048
Merino22963 Merino22567 Merino20046
Merino22964 Merino22567 Merino20046
Merino22965 Merino22343 Merino20250
Merino22966 Merino22343 Merino20250
Merino22967 0 Merino20228
Merino22968 Merino22305 Merino20228
Merino22969 Merino22535 Merino19566
Merino22970 Merino22535 Merino19566
Merino22971 Merino22305 Merino19646
Merino22972 Merino22305 Merino19646
Merino22973 Merino22315 Merino19688
Merino22974 Merino22315 Merino19688
Merino22975 Merino22295 Merino19436
Merino22976 Merino22295 Merino19436
Merino22977 Merino22535 Merino20008
Merino22978 Merino22535 Merino20008
Merino22979 Merino22367 Merino20050
Merino22980 Merino22367 Merino20050
Merino22981 Merino22543 Merino19764
Merino22982 Merino22543 Merino19764
Merino22983 Merino22367 Merino19750
Merino22984 0 Merino19750
Merino22985 Merino22263 Merino20148
Merino22986 Merino22263 Merino20148
Merino22987 0 Merino19536
Merino22988 0 Merino19536
Merino22989 Merino22413 Merino20110
Merino22990 Merino22413 Merino20110
Merino22991 0 Merino19776
Merino22992 Merino22361 Merino19776
Merino22993 Merino22515 Merino20476
Merino22994 Merino22515 Merino20476
Merino22995 0 Merino20224
Merino22996 Merino22535 Merino20224
Merino22997 0 Merino19738
Merino22998 Merino22467 Merino19738
Merino22999 Merino22197 Merino19844
Merino23000 0 Merino19844
Merino23001 Merino22321 Merino20494
Merino23002 Merino22321 Merino20494
Merino23003 0 Merino20480
Merino23004 Merino22321 Merino20480
Merino23005 Merino22351 Merino20574
Merino23006 Merino22351 Merino20574
Merino23007 Merino22415 Merino19958
Merino23008 Merino22415 Merino19958
Merino23009 0 Merino19756
Merino23010 Merino22361 0
Merino23011 Merino22521 Merino19824
Merino23012 Merino22521 Merino19824
Merino23013 Merino22535 Merino20230
Merino23014 0 Merino20230
Merino23015 Merino22315 Merino20452
Merino23016 Merino22315 0
Merino23017 Merino22351 Merino20362
Merino23018 0 Merino20362
Merino23019 Merino22305 Merino20006
Merino23020 Merino22305 Merino20006
Merino23021 Merino22295 Merino20146
Merino23022 Merino22295 Merino20146
Merino23023 Merino22197 Merino19700
Merino23024 Merino22197 0
Merino23025 Merino22467 Merino19524
Merino23026 Merino22467 Merino19524
Merino23027 0 Merino20294
Merino23028 Merino22361 Merino20294
Merino23029 Merino22521 Merino20290
Merino23030 Merino22521 Merino20290
Merino23031 0 Merino19972
Merino23032 Merino22367 Merino19972
Merino23033 Merino22543 Merino19444
Merino23034 Merino22543 Merino19444
Merino23035 Merino22343 0
Merino23036 Merino22343 Merino20374
Merino23037 Merino22467 Merino19642
Merino23038 Merino22467 Merino19642
Merino23039 Merino22567 0
Merino23040 Merino22567 Merino20454
Merino23041 Merino22515 Merino19434
Merino23042 Merino22515 Merino19434
Merino23043 Merino22351 Merino20124
Merino23044 Merino22351 Merino20124
Merino23045 Merino22197 Merino19416
Merino23046 Merino22197 Merino19416
Merino23047 0 Merino20498
Merino23048 Merino22413 Merino20498
Merino23049 Merino22321 Merino20586
Merino23050 Merino22321 Merino20586
Merino23051 Merino22361 Merino19528
Merino23052 Merino22361 Merino19528
Merino23053 Merino22295 Merino19616
Merino23054 Merino22295 Merino19616
Merino23055 Merino22321 Merino20210
Merino23056 0 Merino20210
Merino23057 Merino22413 Merino20096
Merino23058 Merino22413 Merino20096
Merino23059 Merino22567 Merino19572
Merino23060 Merino22567 Merino19572
Merino23061 Merino22585 Merino19876
Merino23062 Merino22585 Merino19876
Merino23063 Merino22351 Merino19930
Merino23064 Merino22351 Merino19930
Merino23065 Merino22361 Merino19842
Merino23066 Merino22361 Merino19842
Merino23067 0 Merino19614
Merino23068 Merino22535 Merino19614
Merino23069 0 Merino19864
Merino23070 Merino22343 Merino19864
Merino23071 Merino22315 Merino19518
Merino23072 0 Merino19518
Merino23073 Merino22467 Merino20556
Merino23074 0 Merino20556
Merino23075 Merino22315 Merino20486
Merino23076 Merino22315 Merino20486
Merino23077 Merino22367 Merino19796
Merino23078 Merino22367 Merino19796
Merino23079 Merino22367 Merino19426
Merino23080 Merino22367 Merino19426
Merino23081 Merino22351 Merino20396
Merino23082 Merino22351 Merino20396
Merino23083 Merino22585 0
Merino23084 Merino22585 Merino20152
Merino23085 0 Merino19512
Merino23086 0 0
Merino23087 Merino22307 0
Merino23088 Merino22307 Merino19868
Merino23089 Merino22295 Merino19626
Merino23090 Merino22295 Merino19626
Merino23091 Merino22413 Merino20058
Merino23092 Merino22413 0
Merino23093 Merino22361 Merino19586
Merino23094 Merino22361 Merino19586
Merino23095 Merino22343 Merino20174
Merino23096 0 Merino20174
Merino23097 Merino22467 Merino19714
Merino23098 Merino22467 Merino19714
Merino23099 Merino22305 Merino20272
Merino23100 Merino22305 Merino20272
Merino23101 0 Merino19898
Merino23102 Merino22521 Merino19898
Merino23103 Merino22543 Merino20082
Merino23104 Merino22543 Merino20082
Merino23105 Merino22197 Merino19648
Merino23106 0 Merino19648
Merino23107 0 Merino20384
Merino23108 Merino22197 Merino20384
Merino23109 Merino22263 Merino19792
Merino23110 Merino22263 Merino19792
Merino23111 Merino22521 Merino19592
Merino23112 Merino22521 Merino19592
Merino23113 0 Merino19704
Merino23114 Merino22343 Merino19704
Merino23115 Merino22367 0
Merino23116 0 Merino19604
Merino23117 0 Merino19812
Merino23118 Merino22361 Merino19812
Merino23119 Merino22567 Merino19820
Merino23120 Merino22567 Merino19820
Merino23121 Merino22315 Merino19676
Merino23122 Merino22315 Merino19676
Merino23123 Merino22321 Merino19678
Merino23124 Merino22321 Merino19678
Merino23125 Merino22521 Merino19894
Merino23126 0 Merino19894
Merino23127 Merino22467 Merino19632
Merino23128 Merino22467 Merino19632
Merino23129 Merino22413 Merino20268
Merino23130 Merino22413 Merino20268
Merino23131 Merino22543 Merino19798
Merino23132 Merino22543 Merino19798
Merino23133 Merino22305 0
Merino23134 Merino22305 Merino19640
Merino23135 Merino22415 Merino20094
Merino23136 Merino22415 Merino20094
Merino23137 Merino22351 Merino19974
Merino23138 0 Merino19974
Merino23139 0 Merino19914
Merino23140 Merino22351 Merino19914
Merino23141 Merino22567 Merino20084
Merino23142 Merino22567 Merino20084
Merino23143 Merino22197 Merino20168
Merino23144 Merino22197 Merino20168
Merino23145 Merino22315 Merino19506
Merino23146 Merino22315 Merino19506
Merino23147 Merino22415 Merino19874
Merino23148 Merino22415 Merino19874
Merino23149 Merino22515 Merino19408
Merino23150 Merino22515 Merino19408
Merino23151 Merino22413 Merino20338
Merino23152 Merino22413 Merino20338
Merino23153 Merino22361 Merino19818
Merino23154 Merino22361 Merino19818
Merino23155 Merino22535 Merino19514
Merino23156 Merino22535 Merino19514
Merino23157 Merino22315 Merino19762
Merino23158 Merino22315 Merino19762
Merino23159 Merino22361 Merino19884
Merino23160 Merino22361 Merino19884
Merino23161 Merino22315 Merino20132
Merino23162 Merino22315 Merino20132
Merino23163 Merino22197 Merino20306
Merino23164 Merino22197 Merino20306
Merino23165 Merino22263 Merino20108
Merino23166 Merino22263 Merino20108
Merino23167 Merino22321 Merino19474
Merino23168 Merino22321 Merino19474
Merino23169 Merino22321 Merino20182
Merino23170 Merino22321 Merino20182
Merino23171 Merino22343 Merino19912
Merino23172 Merino22343 Merino19912
Merino23173 Merino22585 Merino19926
Merino23174 Merino22585 Merino19926
Merino23175 Merino22367 Merino20280
Merino23176 Merino22367 Merino20280
Merino23177 Merino22467 Merino19748
Merino23178 0 Merino19748
Merino23179 Merino22305 Merino19826
Merino23180 Merino22305 0
Merino23181 Merino22543 Merino20416
Merino23182 Merino22543 Merino20416
Merino23183 Merino22413 Merino19784
Merino23184 0 Merino19784
Merino23185 0 0
Merino23186 Merino22361 Merino19952
Merino23187 Merino22543 Merino20472
Merino23188 Merino22543 Merino20472
Merino23189 Merino22295 Merino19934
Merino23190 0 Merino19934
Merino23191 Merino22305 Merino20016
Merino23192 Merino22305 Merino20016
Merino23193 Merino22315 Merino19548
Merino23194 Merino22315 0
Merino23195 0 Merino19870
Merino23196 Merino22515 Merino19870
Merino23197 Merino22515 Merino19392
Merino23198 0 Merino19392
Merino23199 Merino22307 Merino19500
